id,function,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,RHS
22,const.,0.621448706,0.104606035,0.347780184,0.118012299,0.643176931,0.666237536,0.845881855,0.833289782,0.663570321,0.260857258,0.854087755,0.365905118,0.108983739,0.40952967,0.818004388,0.096639613,0.818731492,0.220873037,0.236674999,0.514102663,0.071178489,0.266711916,0.651661123,0.135673815,0.83044794,0.778181468,0.405220138,0.537479296,0.833681869,0.929909186,0.175120093,0.299891453,0.636362063,0.807676912,0.746357465,0.676659235,0.166434553,0.119513842,0.415265398,0.767357382,0.050380093,0.933925381,0.708092156,0.010340349,0.122978935,0.564858155,0.453473742,0.36263025,0.386504053,0.962430012,0.260154009,0.063792437,0.856793535,0.081238782,0.214630081,0.935153322,0.433277749,0.65173989,0.409610703,0.551713164,0.030345223,0.533113581,0.56922239,0.921025867,0.275414984,0.882873273,0.114319884,0.69290233,0.17266889,0.133011964,0.309029579,0.476198747,0.76277619,0.870152535,0.872145094,0.692652385,0.72407685,0.13171412,0.451769478,0.46908197,0.201304406,0.907555369,0.089243961,0.882536403,0.446604078,0.449889459,0.188739339,0.662847953,0.260047391,0.668353795,0.191350521,0.476502955,0.087758166,0.008128354,0.824361756,0.979338757,0.06175064,0.673295645,0.797002666,0.372924072,240.6346242
23,const.,0.220974208,0.125305462,0.287418777,0.065834637,0.366541043,0.929755693,0.092135515,0.513304187,0.022088669,0.063859452,0.879656153,0.531253596,0.928607357,0.585863353,0.502720849,0.996478773,0.48660454,0.91919123,0.38357963,0.158719998,0.014057512,0.56928132,0.79481112,0.860042949,0.033062558,0.748631875,0.016618552,0.355674938,0.768779764,0.322744172,0.31086837,0.147310677,0.796858852,0.635848247,0.98119606,0.739269808,0.697906361,0.020819354,0.612990191,0.3870631,0.011576583,0.006829246,0.239125749,0.038119876,0.174130302,0.514499475,0.298080573,0.275156149,0.55312657,0.210965803,0.004493045,0.886424053,0.144426519,0.978817323,0.884804885,0.85617959,0.247637928,0.324244502,0.147534475,0.51315309,0.3410879,0.952586513,0.879533408,0.488964807,0.89563968,0.5671064,0.193127556,0.960254005,0.59822456,0.328417311,0.458258619,0.129542913,0.842176184,0.464248631,0.113517227,0.781214891,0.125013299,0.109528609,0.30841851,0.366865131,0.260921478,0.908614959,0.829755185,0.556376903,0.88774178,0.963945268,0.17274738,0.53265395,0.277148632,0.799597203,0.737691666,0.345122854,0.409064903,0.175173516,0.883791419,0.02692664,0.534646306,0.78057906,0.33920957,0.465697832,234.8709365
24,const.,0.498104063,0.015308997,0.312393757,0.153458578,0.777000086,0.372243664,0.798490707,0.051768096,0.180590504,0.292999081,0.034304543,0.80916458,0.588441049,0.722075488,0.067361461,0.148291867,0.529917479,0.367359266,0.662215753,0.688311522,0.626874676,0.650871681,0.212493487,0.165856102,0.064707931,0.577160871,0.028329047,0.838927598,0.841802358,0.249208146,0.442041152,0.501487404,0.965063046,0.963135942,0.195575955,0.932083883,0.706432105,0.554756796,0.785310539,0.665732764,0.372730813,0.412134536,0.57615671,0.783501881,0.925262266,0.328627802,0.56542018,0.010355146,0.749400872,0.144351755,0.794936196,0.116405979,0.029799184,0.580892475,0.588843896,0.703282758,0.415703943,0.66929367,0.489733754,0.993632856,0.911109537,0.284025448,0.954593266,0.612093021,0.864715674,0.043115573,0.489389241,0.779171535,0.964245255,0.207929437,0.277991156,0.387468641,0.77465941,0.511785666,0.262150407,0.805232658,0.163905324,0.130499939,0.282767143,0.934366408,0.312921823,0.212376257,0.367143936,0.427065357,0.776170606,0.277303038,0.577996079,0.668302881,0.741950873,0.092060475,0.900250051,0.617784359,0.874529603,0.764593537,0.905580258,0.847975469,0.86357237,0.30171305,0.330912007,0.576852299,256.8319388
25,const.,0.657935503,0.820264379,0.013202976,0.687998608,0.080873104,0.003344221,0.198642556,0.742040747,0.17675041,0.492198908,0.045281439,0.019678834,0.356227215,0.72861206,0.53100931,0.483956475,0.416905665,0.044181381,0.353016397,0.885923412,0.217011125,0.601133522,0.206520154,0.631978467,0.661191269,0.858075313,0.527599008,0.738890269,0.876681866,0.822937296,0.757189102,0.46319705,0.618489074,0.870646196,0.952763125,0.528807237,0.778568493,0.005731224,0.681235836,0.939537871,0.988268296,0.27827941,0.952154996,0.060680723,0.013791947,0.733506962,0.161345439,0.502012458,0.228307981,0.372238201,0.392652958,0.074874252,0.146350319,0.534988421,0.646612743,0.973214511,0.220014296,0.12082096,0.265601255,0.672847473,0.362958755,0.627776904,0.988921353,0.856800035,0.625794156,0.634345148,0.35143496,0.504824422,0.609803707,0.689245563,0.331332836,0.949746437,0.747265873,0.347004162,0.141777111,0.245609016,0.331215841,0.379809557,0.160731603,0.341580422,0.109070521,0.646683851,0.403266097,0.125255355,0.819091093,0.761366513,0.112482607,0.340707451,0.244873885,0.618769344,0.709799451,0.716879269,0.805473905,0.838693514,0.107249798,0.526398582,0.380500385,0.600384345,0.59871153,0.246444201,243.7743513
26,const.,0.841596352,0.248977248,0.511185003,0.485550259,0.942095091,0.914978861,0.001627682,0.286301424,0.653740354,0.016659569,0.691917741,0.384852313,0.706700744,0.316247405,0.65014075,0.290957905,0.763546167,0.230217686,0.783136321,0.331306764,0.363867552,0.826977142,0.107818559,0.36476926,0.692406972,0.517369395,0.079448632,0.882264933,0.114053049,0.853245848,0.946749162,0.299610622,0.824037997,0.268689721,0.594356115,0.416327909,0.348728258,0.096046684,0.502405816,0.076000343,0.935105082,0.679739115,0.931620749,0.642538335,0.539602402,0.33253208,0.180361854,0.291544595,0.179914073,0.342643228,0.331157089,0.10592908,0.433990495,0.071228394,0.143941428,0.807436739,0.237888402,0.913248864,0.742839104,0.155131907,0.494876639,0.656388508,0.321817915,0.689062131,0.156370169,0.608737778,0.82490549,0.298185954,0.268839686,0.024427967,0.441704073,0.693117357,0.488635329,0.300757279,0.488407675,0.08680121,0.348443124,0.923616047,0.655799534,0.304849651,0.348383391,0.462566666,0.724890351,0.773112385,0.320833176,0.590291888,0.685362621,0.402123065,0.794944073,0.942826476,0.269331393,0.12336043,0.754771449,0.733269085,0.52590786,0.037553997,0.877193854,0.415077362,0.594535805,0.645606737,241.614941
27,const.,0.111973674,0.178384708,0.195437836,0.0419151,0.217368592,0.246170417,0.563302216,0.809996097,0.662845557,0.212359181,0.60929544,0.823316557,0.259430129,0.714085328,0.562647254,0.990700091,0.117700381,0.005118051,0.395352278,0.026558266,0.867723749,0.428825413,0.612237382,0.120829803,0.852906255,0.41145478,0.52600926,0.218726431,0.105205309,0.044478139,0.011437278,0.578285182,0.228209443,0.504564322,0.510301091,0.368735559,0.337039191,0.70002958,0.641301161,0.703055198,0.763462489,0.489456245,0.9859732,0.565594525,0.062626244,0.922644499,0.487738188,0.41360061,0.452606896,0.607309027,0.457415834,0.079406619,0.825703546,0.429229357,0.494640174,0.977247619,0.717535101,0.974045721,0.814396882,0.123903777,0.922569881,0.078721943,0.905319062,0.452227011,0.260339366,0.402619496,0.34888904,0.276351006,0.167715556,0.717746816,0.32326502,0.683046324,0.833676346,0.771084621,0.068947583,0.10751458,0.526835569,0.094555493,0.73778915,0.073472606,0.591336722,0.866923064,0.546379456,0.780981331,0.973186885,0.847978174,0.251307809,0.203426017,0.045120503,0.604767143,0.944548115,0.720718678,0.933952431,0.413979276,0.180179537,0.498581307,0.109969762,0.056905912,0.854001353,0.199016047,237.6789711
28,const.,0.040983607,0.489938938,0.386141942,0.1078442,0.896928251,0.698640511,0.30682987,0.386743857,0.278139806,0.630146047,0.533548147,0.042201479,0.164974608,0.314922752,0.502563141,0.817249282,0.687279267,0.667130501,0.148225436,0.351700027,0.664642601,0.464002741,0.107113276,0.739974619,0.450007991,0.813624871,0.656967647,0.461226075,0.740340057,0.115059318,0.247830629,0.03774693,0.433999455,0.864342441,0.136023694,0.893457887,0.968055794,0.619652764,0.518318385,0.481387905,0.409264674,0.507673547,0.68522418,0.63456383,0.405063335,0.809030438,0.47263598,0.157530654,0.396978379,0.777651157,0.064873957,0.771215534,0.885240416,0.396710037,0.107185759,0.958937141,0.174577532,0.701556335,0.477616332,0.815507753,0.413263542,0.67605267,0.944153511,0.907910274,0.970702957,0.024289982,0.128901716,0.571811373,0.276803606,0.507932224,0.331068034,0.421049067,0.397397994,0.930703218,0.640104668,0.855052111,0.757864695,0.19426285,0.887970445,0.152283922,0.83634951,0.095912426,0.329692498,0.965086879,0.096297244,0.467458761,0.237740544,0.955707619,0.541193107,0.319386921,0.384781366,0.503134061,0.871808996,0.819047092,0.237390816,0.18541658,0.716226784,0.295514811,0.736394817,0.016446939,250.3775517
29,const.,0.433557199,0.288761482,0.536638498,0.797590443,0.567440212,0.462034703,0.456745044,0.16587179,0.35147511,0.137466759,0.692014329,0.93199398,0.766123133,0.945850078,0.328885076,0.867023175,0.49547783,0.390265641,0.729159506,0.7654772,0.520997993,0.524599223,0.688015525,0.930440042,0.518117754,0.015429285,0.505869479,0.533422921,0.074529878,0.489294716,0.501569703,0.228567704,0.999867946,0.291402453,0.390636696,0.82641093,0.32817745,0.466122789,0.017704798,0.317711336,0.064279244,0.94295177,0.2373645,0.202671826,0.063406085,0.870908129,0.256036734,0.192771362,0.787307358,0.969197463,0.878495415,0.386445118,0.824999033,0.199611068,0.229022378,0.173512788,0.142996018,0.715001511,0.654017173,0.68287324,0.783137751,0.224732589,0.511319996,0.813349245,0.29547544,0.823539904,0.154522888,0.201284362,0.437022608,0.626959828,0.148964764,0.992266435,0.612087664,0.278432246,0.315183572,0.793702692,0.950000845,0.650264683,0.551345975,0.648977733,0.271437028,0.294993112,0.696566941,0.829634466,0.279939861,0.191614831,0.116013206,0.444069749,0.960717462,0.833664962,0.229297132,0.996591595,0.751252743,0.471051546,0.398128535,0.677256201,0.508464042,0.64541166,0.186820314,0.552258312,254.5018147
30,const.,0.310718152,0.718389359,0.58251701,0.850895094,0.73105816,0.059211078,0.010541823,0.279755141,0.233984789,0.214626328,0.793222599,0.998911602,0.889626492,0.362185741,0.601677587,0.843430522,0.457312468,0.908907419,0.725965188,0.34531001,0.992164363,0.02061693,0.641921946,0.522074697,0.916822063,0.276998596,0.894510706,0.140399534,0.74495083,0.261155485,0.587031082,0.605804589,0.695567566,0.929641668,0.542937712,0.038936825,0.347623715,0.980139888,0.630253252,0.863392791,0.761036372,0.733823497,0.034091575,0.803422258,0.994668881,0.80134094,0.421022161,0.652712806,0.827469229,0.62678968,0.053583859,0.571028947,0.53847494,0.843953399,0.058067278,0.946176997,0.976695786,0.148910582,0.426576519,0.956947801,0.318588314,0.043433486,0.260108583,0.22140283,0.287800864,0.989583415,0.107403359,0.36651531,0.288962584,0.264751965,0.617968978,0.466256217,0.176484881,0.370626772,0.416898119,0.902864602,0.800032391,0.190371645,0.037908037,0.808662633,0.757744394,0.563831489,0.134873017,0.193388049,0.459903429,0.966224959,0.86646748,0.920121852,0.335164747,0.45495616,0.952164542,0.992121839,0.725849096,0.964987326,0.530138841,0.411171701,0.599614835,0.709893786,0.703566451,0.186803449,275.4679837
31,const.,0.922513504,0.420449037,0.424177161,0.726986753,0.515284398,0.704021161,0.725767013,0.304651261,0.505372069,0.587607543,0.630017041,0.32524622,0.259585402,0.81980438,0.955179076,0.11189286,0.826531351,0.243729766,0.840207871,0.975040368,0.834097198,0.066738708,0.227227539,0.84563201,0.440649882,0.860707482,0.104928676,0.188229846,0.240151998,0.564968762,0.087885358,0.898755079,0.831487268,0.531154984,0.947922668,0.725688337,0.464221355,0.474652901,0.064649255,0.17382869,0.106973794,0.838543739,0.240987369,0.341155398,0.734714931,0.626452778,0.795785121,0.168635015,0.299101813,0.760571301,0.374015698,0.933061484,0.57557124,0.795109728,0.704717265,0.634916303,0.972538355,0.08508809,0.611731271,0.335570035,0.066048498,0.796253528,0.915010509,0.051904579,0.830576077,0.112657522,0.041779455,0.341205231,0.560796281,0.866020333,0.094247787,0.626009858,0.7521307,0.794294866,0.590715219,0.623489298,0.303555805,0.974271206,0.56542559,0.261240655,0.20170923,0.348727618,0.191167312,0.920439937,0.315053311,0.228151411,0.281755635,0.422337801,0.513086909,0.130124076,0.484700733,0.020247619,0.029422567,0.26575682,0.435750673,0.798450125,0.851111943,0.369668292,0.782347317,0.803567503,254.470464
32,const.,0.683535784,0.104267552,0.138877321,0.788645303,0.80225249,0.637321491,0.69209051,0.336372212,0.330503347,0.916471896,0.628643492,0.489274455,0.51153991,0.060467127,0.339097118,0.575330076,0.501531922,0.909144055,0.437314046,0.86281265,0.862797319,0.600462054,0.845059134,0.910654968,0.058963723,0.997332608,0.46120635,0.337416528,0.927329286,0.740869714,0.802314848,0.889201507,0.616012007,0.950985792,0.562149777,0.41427537,0.346706729,0.789361852,0.42164854,0.53963042,0.953899802,0.342581928,0.065336679,0.711980904,0.313078695,0.087773188,0.826676538,0.057000268,0.067144052,0.336986834,0.198223752,0.423036414,0.080734208,0.872449175,0.514734663,0.478397872,0.401653321,0.042032179,0.565580276,0.575865623,0.651871203,0.491346586,0.437730311,0.672358528,0.745061105,0.939870758,0.846651266,0.529652486,0.697764833,0.748424964,0.106713337,0.249583219,0.620940808,0.563088591,0.050874439,0.886185943,0.932878693,0.13814143,0.755209661,0.102095335,0.265756757,0.853698095,0.616266194,0.731134729,0.457618076,0.425231368,0.931127434,0.736391972,0.483061023,0.943095947,0.594020479,0.178651794,0.811473304,0.784963925,0.501635646,0.841449846,0.945628033,0.961409213,0.912085752,0.694032913,282.8510683
33,const.,0.194083492,0.117684472,0.514459438,0.915848064,0.839646741,0.526832118,0.538574146,0.02468585,0.804037124,0.018295139,0.967156736,0.987929756,0.999253213,0.697442345,0.803166879,0.455621362,0.3297868,0.64771207,0.223040661,0.716047418,0.640745838,0.156715178,0.748891053,0.951087912,0.802086156,0.120266714,0.739133493,0.770500558,0.650724785,0.908399179,0.635252724,0.154512605,0.177229574,0.092581116,0.903234428,0.302825464,0.917256695,0.969584496,0.927065336,0.253540201,0.38533591,0.309627388,0.893687881,0.324701288,0.341166139,0.603149172,0.398877917,0.737193082,0.640297985,0.923422882,0.531855563,0.917214368,0.81949344,0.493699342,0.02574207,0.667988704,0.528005332,0.902203682,0.274458536,0.87639499,0.820687588,0.823733836,0.976443817,0.873951311,0.283408684,0.251464836,0.370360176,0.061925709,0.471881832,0.234473376,0.863997924,0.096381973,0.303595394,0.71974654,0.13030182,0.080473818,0.639111642,0.721408827,0.216520747,0.952639785,0.524787644,0.547667873,0.995747563,0.680788688,0.012459952,0.248192121,0.525524266,0.1673848,0.062165197,0.256070389,0.985336854,0.469341534,0.455850256,0.521064347,0.363228268,0.345538255,0.799579583,0.549057367,0.507325726,0.724193548,271.8563343
34,const.,0.397916384,0.893422655,0.161037779,0.094088928,0.291355754,0.773376204,0.351776818,0.116323667,0.965319547,0.807839529,0.260593422,0.097361231,0.395769506,0.38641827,0.911007681,0.589877327,0.947464814,0.116248666,0.868997152,0.906550083,0.834534892,0.339589207,0.385692609,0.683408351,0.020450416,0.205616294,0.104746973,0.030203838,0.183096617,0.30752412,0.574560054,0.052450448,9.63E-05,0.746598854,0.24737114,0.177242413,0.766071073,0.383781491,0.724515301,0.201292248,0.89297894,0.432174841,0.752914872,0.520308589,0.265930269,0.585390905,0.878765971,0.096204946,0.471313275,0.008743714,0.645000744,0.536283431,0.84045075,0.406267105,0.652623049,0.603906363,0.829204816,0.880565853,0.356405697,0.047245084,0.012573346,0.589795205,0.283688397,0.260826184,0.171685947,0.119106058,0.371760538,0.859050297,0.391665288,0.985916261,0.086218803,0.39815615,0.993279893,0.485099257,0.940091539,0.514081361,0.37701767,0.43447774,0.468633362,0.952604446,0.70114608,0.615267707,0.010121016,0.721487805,0.87329102,0.073450374,0.606382836,0.501357569,0.784651075,0.889774419,0.173928387,0.041908855,0.446076103,0.854524689,0.057824048,0.82268664,0.014595606,0.399126154,0.482849292,0.134125232,234.5228497
35,const.,0.025916643,0.548227605,0.794269772,0.38932669,0.837371111,0.474152027,0.566305049,0.339730687,0.531586231,0.116899546,0.035508364,0.574044773,0.94352071,0.834609876,0.295371025,0.016364705,0.764979577,0.415927772,0.554784589,0.634424024,0.43360027,0.644990097,0.849211945,0.434980107,0.298611308,0.688935633,0.469284081,0.193899565,0.974375532,0.657359033,0.634751797,0.35815231,0.790567271,0.675894669,0.18221208,0.889942828,0.054743125,0.903127758,0.139861784,0.553308868,0.513275815,0.539779517,0.582624635,0.783648847,0.757146864,0.647450785,0.446309022,0.88284682,0.41750245,0.641058319,0.807504786,0.175518318,0.699808558,0.033320676,0.73057804,0.997103885,0.39476362,0.605718681,0.636407132,0.820495205,0.829189099,0.049525617,0.357257252,0.918663176,0.628986682,0.690887347,0.035539064,0.621716905,0.299638024,0.421973534,0.540385722,0.399117335,0.302103068,0.307664691,0.997223923,0.158391517,0.697358971,0.40419582,0.576556399,0.17832841,0.797646332,0.069113243,0.001866306,0.417906018,0.54520281,0.560271049,0.524280056,0.732740468,0.884147735,0.049066231,0.375318454,0.545552365,0.474864522,0.182021763,0.389075992,0.088449695,0.64016095,0.478189219,0.630596644,0.393938001,254.1455161
36,const.,0.306254427,0.244542381,0.657906674,0.75284604,0.613490703,0.366420107,0.75953062,0.672751074,0.099509745,0.676605631,0.861784996,0.940758866,0.461888395,0.743250383,0.643155082,0.5269335,0.100355774,0.996687192,0.178336674,0.264875175,0.97939887,0.422340963,0.432169368,0.566159387,0.908778092,0.829327316,0.249691034,0.901065168,0.192907137,0.466563629,0.466244653,0.282382814,0.459319024,0.509343513,0.626419695,0.746858548,0.996420908,0.160371353,0.505766103,0.827418229,0.474654402,0.077045158,0.843835869,0.605664378,0.93728922,0.067020198,0.664680608,0.49150385,0.566542319,0.786669481,0.792257248,0.867779126,0.732331537,0.041533525,0.783310307,0.17780859,0.253409926,0.271274786,0.629010744,0.825781625,0.436013204,0.672129447,0.746910569,0.632395013,0.591490877,0.581458098,0.51121003,0.251412799,0.966137736,0.064306363,0.802352769,0.460287323,0.808061025,0.465068871,0.561148643,0.737722194,0.117383951,0.767586128,0.092137931,0.166860796,0.39825991,0.309765933,0.440989015,0.253983753,0.221678387,0.245942857,0.094351844,0.507211933,0.776122987,0.654864152,0.456517445,0.994666138,0.113120734,0.01267283,0.295287045,0.842650852,0.560157115,0.46384813,0.357934384,0.090168959,259.0425015
37,const.,0.521794002,0.551131517,0.385177153,0.113353751,0.738868165,0.586519917,0.172400185,0.535760761,0.931138322,0.332952109,0.57112416,0.456889802,0.231236321,0.447478175,0.106237471,0.365759737,0.143244543,0.581144607,0.260423675,0.614851442,0.098437144,0.996978329,0.056716149,0.907408523,0.591028386,0.579850163,0.767204223,0.003400234,0.235735866,0.413148097,0.105689786,0.612510066,0.906801746,0.585859605,0.164471656,0.674712726,0.93801848,0.449535745,0.615101498,0.594839009,0.71547479,0.243709275,0.300825634,0.734661557,0.583226934,0.075649453,0.685313786,0.833391437,0.722569786,0.50965121,0.48083295,0.390540255,0.049434178,0.472636257,0.914013827,0.644890225,0.794417164,0.982697227,0.612645242,0.675250617,0.05424407,0.172345635,0.338121501,0.364171132,0.931335944,0.708798142,0.029130585,0.180119915,0.046168647,0.086627283,0.718981684,0.886425546,0.6945091,0.226799884,0.71774532,0.501420817,0.602684134,0.180515104,0.586217508,0.977164412,0.174791342,0.700983679,0.597255267,0.805405669,0.2860943,0.237662845,0.604786466,0.88519877,0.693913585,0.851709196,0.43925606,0.273176001,0.295547035,0.824186712,0.850364252,0.255598488,0.172108646,0.446807226,0.822359382,0.417317358,250.0240684
38,const.,0.022038518,0.222475224,0.411724354,0.214708452,0.700608736,0.364899349,0.415427737,0.253598511,0.169811307,0.657161985,0.429607803,0.227052667,0.121084597,0.65887727,0.688877963,0.062787856,0.58530787,0.096402351,0.587291122,0.658709208,0.575592138,0.527630896,0.845073276,0.837272651,0.168406209,0.129572279,0.141654575,0.285208582,0.984784801,0.275547403,0.53751189,0.098435156,0.885317815,0.15798008,0.974403286,0.129269574,0.720240998,0.726226727,0.244648626,0.460162905,0.698429977,0.803052303,0.945651071,0.019985489,0.982754554,0.285525821,0.499274367,0.072563449,0.598156454,0.938498637,0.044977755,0.824035983,0.891786018,0.21623605,0.948395487,0.954115322,0.780161952,0.853967318,0.761312748,0.577569616,0.778159032,0.014118316,0.330866896,0.173300628,0.07749026,0.416097383,0.719398041,0.084916762,0.736614769,0.372927506,0.809754923,0.172224375,0.18620409,0.802082062,0.220902576,0.946959756,0.12579489,0.541846205,0.054911821,0.923491161,0.862175674,0.487433437,0.082955472,0.327078153,0.739720932,0.748873871,0.16846336,0.049095142,0.188892934,0.076987337,0.839779361,0.363286638,0.715302308,0.473456346,0.147671149,0.050757765,0.316598125,0.230283737,0.4001356,0.951626946,233.2923943
39,const.,0.078721349,0.139991822,0.334265758,0.527850866,0.411928927,0.544359169,0.43272465,0.998156851,0.336430255,0.304089446,0.239379778,0.64621007,0.486201681,0.262866505,0.852643306,0.284376407,0.475234887,0.721431042,0.624361062,0.508896087,0.446493545,0.584270658,0.67836345,0.267383443,0.339226788,0.421575517,0.684220098,0.41725361,0.345110413,0.072620343,0.104158788,0.930851027,0.334822809,0.962669462,0.280134179,0.899361526,0.583825824,0.216794972,0.288715662,0.139302464,0.733698993,0.712467937,0.920969369,0.37547173,0.766607341,0.652431136,0.501045271,0.106702967,0.08639242,0.191163175,0.256815121,0.039382645,0.595887251,0.030379935,0.999263377,0.131712081,0.204018628,0.291595461,0.408317989,0.797614835,0.556173908,0.88079391,0.920989648,0.455212902,0.948116265,0.548278771,0.811789493,0.777543478,0.450634603,0.285975927,0.325403714,0.48807175,0.470604457,0.657445967,0.136739964,0.08735321,0.100144943,0.258013087,0.618487252,0.230748838,0.990012487,0.712350313,0.868048047,0.042718782,0.373901981,0.735959893,0.688325661,0.682821244,0.417012662,0.351259463,0.683677339,0.599643395,0.193196329,0.650879322,0.865917686,0.791104668,0.156554824,0.20177456,0.932104794,0.060337324,240.0766751
40,const.,0.8072924,0.163981632,0.3236912,0.868949616,0.09481567,0.509958623,0.481639559,0.252639771,0.915813973,0.32081466,0.617977813,0.177795059,0.888287515,0.793529117,0.625271289,0.658621169,0.959236535,0.880046376,0.120349361,0.335426136,0.371213664,0.618550078,0.729331319,0.019301474,0.013143249,0.599410588,0.32588389,0.173116503,0.247892911,0.704078551,0.242039589,0.184500271,0.74035693,0.526392872,0.89063179,0.168471767,0.101584742,0.881484676,0.355733866,0.781168925,0.703123424,0.660119133,0.245615984,0.451800582,0.804914604,0.294417985,0.710971403,0.958525974,0.628554851,0.193509194,0.065482498,0.041495643,0.93609453,0.922449036,0.184084645,0.959433542,0.88935282,0.437901607,0.756072223,0.093592332,0.880043111,0.858562175,0.87533908,0.135217984,0.722375111,0.337763099,0.555017163,0.646933863,0.827834747,0.89623383,0.479338958,0.561162316,0.79894404,0.258969657,0.818113687,0.366774842,0.630360812,0.301797544,0.173512205,0.031711312,0.372776254,0.228577823,0.880600664,0.802614539,0.373774017,0.120396321,0.940341888,0.002012154,0.538949269,0.319767597,0.593480461,0.728850095,0.789596585,0.696270552,0.364117097,0.543842147,0.372827055,0.707721232,0.50644598,0.181232735,258.1406857
41,const.,0.30196495,0.921955485,0.573376822,0.805429365,0.978028699,0.330729039,0.039341539,0.532836088,0.55242719,0.121212734,0.650923638,0.417743899,0.156003884,0.647987746,0.989641299,0.844506478,0.005179615,0.910899767,0.975101785,0.724244433,0.900873128,0.51107879,0.002874237,0.021720118,0.670982479,0.427632874,0.618600834,0.597991659,0.400212512,0.579462861,0.785502052,0.636659518,0.376849423,0.558446329,0.194864106,0.381269078,0.08742444,0.88414773,0.527570877,0.875208129,0.087322169,0.4374646,0.196823707,0.783409575,0.529047183,0.991978345,0.735029662,0.906364336,0.386356058,0.800500777,0.94599582,0.815250419,0.302503696,0.147966662,0.653068664,0.57884609,0.25813614,0.276749915,0.408178845,0.492108669,0.570956837,0.869613109,0.452426155,0.268481499,0.781216457,0.503992182,0.974144531,0.368860828,0.563220624,0.950638276,0.721891632,0.236875905,0.278336198,0.015799368,0.137024657,0.396612146,0.459517409,0.910838302,0.108034145,0.756788414,0.396197793,0.876511422,0.476171261,0.95896155,0.643580644,0.946338048,0.926306918,0.862889794,0.411478848,0.314357201,0.654245561,0.874877452,0.024013055,0.280916352,0.225837823,0.174591564,0.641969158,0.828880164,0.606989021,0.344273877,270.2333157
42,const.,0.893696187,0.960476839,0.373195218,0.629254772,0.627081773,0.768676932,0.456815992,0.708857714,0.708428003,0.108251589,0.936215297,0.518206047,0.546695455,0.419377371,0.376285373,0.775242861,0.433524995,0.352306597,0.35754804,0.318464332,0.186242524,0.576540151,0.189478194,0.530331849,0.08182581,0.130434793,0.922579444,0.45557774,0.592095604,0.508385978,0.183279858,0.216675382,0.316076187,0.001848882,0.379989917,0.091642103,0.351379069,0.78529197,0.457377178,0.371821209,0.688997548,0.597456389,0.897928914,0.308895221,0.482388221,0.676431484,0.68124101,0.671914235,0.748544597,0.270818768,0.134622058,0.765397571,0.988627771,0.620138291,0.625463765,0.114287028,0.267799828,0.886488803,0.950518312,0.774447718,0.107953031,0.917461557,0.01729604,0.252382789,0.07160605,0.978857634,0.432605645,0.253347615,0.698706451,0.129367884,0.49337884,0.033277496,0.536952758,0.797610428,0.890948543,0.688224067,0.539164333,0.722310061,0.154610685,0.326942586,0.83543181,0.826867261,0.718229857,0.763525825,0.281690341,0.011158581,0.472100447,0.134647925,0.088535132,0.752004592,0.395699349,0.359042692,0.297533773,0.165814556,0.299866887,0.46401133,0.82266773,0.080319029,0.716356471,0.846320042,245.6235544
43,const.,0.553002252,0.038019453,0.155569194,0.600468046,0.791638965,0.567456036,0.499981887,0.071214289,0.565348002,0.761683833,0.646980056,0.392112419,0.296697296,0.867442614,0.190820753,0.706308494,0.28028489,0.481102744,0.854351307,0.910193708,0.945902428,0.177432667,0.073190529,0.96298581,0.830819053,0.560443521,0.4779994,0.547930933,0.778872258,0.93668012,0.824783887,0.033596085,0.593493865,0.387733311,0.895969972,0.390370258,0.663194579,0.40583629,0.915081758,0.656547514,0.292322551,0.545948481,0.110956641,0.529275921,0.389458703,0.20632771,0.367344928,0.878403403,0.632226848,0.339067287,0.891922822,0.895330522,0.433937017,0.946716669,0.448572041,0.22285593,0.780583303,0.708942431,0.839665916,0.589647628,0.160409454,0.528824284,0.557020753,0.464335702,0.163749692,0.661306068,0.752873459,0.296538375,0.265274718,0.575724219,0.539692255,0.076954832,0.011996243,0.457124374,0.724040047,0.298991563,0.747755092,0.734026573,0.376599136,0.768832127,0.451349276,0.058770306,0.233588593,0.790473009,0.406157768,0.243080205,0.138964461,0.189885262,0.699136042,0.16905451,0.159715946,0.268259089,0.077339489,0.284567107,0.263318732,0.214528267,0.042116502,0.004499848,0.831709729,0.922296261,244.749633
